Buchungen,Row,Error,Unique,Base Row,SysCode,Sektion,Datum,DatumBeleg,DatumValuta,Beleg,BelegProtokoll,BelegTyp,BelegOriginal,RechnungBeleg,RechnungAusgedruckt,DokLink,ExterneReferenz,Beschreibung,Bemerkungen,KontoSoll,KontoSollBeschr,KontoHaben,KontoHabenBeschr,Betrag,Saldo,MwStCode,MwStArtBetrag,MwStZusatzInfo,MwStUStProz,MwStProzentEffektiv,MwStSteuerbar,MwStBetrag,MwStKonto,MwStKontoBeschr,MwStProzentNichtAbziehbar,MwStNichtAbziehbar,MwStBuch,MwStUStNummer,KS1,KS1Beschr,KS2,KS2Beschr,KS3,KS3Beschr,Segment,DatumFälligkeit,DatumErwartet,DatumZahl,SperreNr,SperreBetrag,SperreFortlaufend,SperreZeile
,214,0,0,0,,,2024-04-22T00:00:00.000,,,213,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1621.50,,V81,,,-8.10,-8.10,1500.00,-121.50,2200,Umsatzsteuer (UST),,,-121.50,,,,,,,,,,,,,,,
,215,0,0,0,,,2024-04-22T00:00:00.000,,,214,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,5405.20,,V81,,,-8.10,-8.10,5000.19,-405.01,2200,Umsatzsteuer (UST),,,-405.01,,,,,,,,,,,,,,,
,216,0,0,0,,,2024-04-23T00:00:00.000,,,215,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,179.19,,I81,,,8.10,8.10,165.76,13.43,2200,Umsatzsteuer (UST),,,13.43,,,,,,,,,,,,,,,
,217,0,0,0,,,2024-04-23T00:00:00.000,,,216,,,,,,,,"JOmos, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,648.60,,V81,,,-8.10,-8.10,600.00,-48.60,2200,Umsatzsteuer (UST),,,-48.60,,,,,,,,,,,,,,,
,218,0,0,0,,,2024-04-24T00:00:00.000,,,217,,,,,,,,"Migros Bank, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,524.30,,V81,,,-8.10,-8.10,485.01,-39.29,2200,Umsatzsteuer (UST),,,-39.29,,,,,,,,,,,,,,,
,219,0,0,0,,,2024-04-24T00:00:00.000,,,218,,,,,,,,"Migros Bank, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,832.35,,V81,,,-8.10,-8.10,769.98,-62.37,2200,Umsatzsteuer (UST),,,-62.37,,,,,,,,,,,,,,,
,220,0,0,0,,,2024-04-25T00:00:00.000,,,219,,,,,,,,"Wincasa, Miete Lager",,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,270.30,,I81,,,8.10,8.10,250.05,20.25,2200,Umsatzsteuer (UST),,,20.25,,,,,,,,,,,,,,,
,221,0,0,0,,,2024-04-25T00:00:00.000,,,220,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,293.55,,M81,,,8.10,8.10,271.55,22.00,2200,Umsatzsteuer (UST),,,22.00,,,,,,,,,,,,,,,
,222,0,0,0,,,2024-04-25T00:00:00.000,,,221,,,,,,,,"Sarah Mäder, Miete Lager",,6000,Raumaufwand,1020,Bankguthaben,350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,223,0,0,0,,,2024-04-25T00:00:00.000,,,222,,,,,,,,Mobiliar,,6220,Fahrzeugversicherung,1020,Bankguthaben,1853.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,224,0,0,0,,,2024-04-25T00:00:00.000,,,223,,,,,,,,SVA,,5700,"AHV, IV, EO Inhaber",1020,Bankguthaben,2353.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,0,0,0,,,2024-04-25T00:00:00.000,,,224,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,2918.70,,V81,,,-8.10,-8.10,2700.00,-218.70,2200,Umsatzsteuer (UST),,,-218.70,,,,,,,,,,,,,,,
,226,0,0,0,,,2024-04-26T00:00:00.000,,,225,,,,,,,,Swiss Life,,5720,Berufliche Vorsorge,1020,Bankguthaben,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,227,0,0,0,,,2024-04-26T00:00:00.000,,,226,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,547.40,,M81,,,8.10,8.10,506.38,41.02,2200,Umsatzsteuer (UST),,,41.02,,,,,,,,,,,,,,,
,228,0,0,0,,,2024-04-26T00:00:00.000,,,227,,,,,,,,Santander Consumer Finance,,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,670.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,229,0,0,0,,,2024-04-26T00:00:00.000,,,228,,,,,,,,"Cembra Money, Leasing",,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,770.60,,I81,,,8.10,8.10,712.86,57.74,2200,Umsatzsteuer (UST),,,57.74,,,,,,,,,,,,,,,
,230,0,0,0,,,2024-04-26T00:00:00.000,,,229,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,929.40,,M81,,,8.10,8.10,859.76,69.64,2200,Umsatzsteuer (UST),,,69.64,,,,,,,,,,,,,,,
,231,0,0,0,,,2024-04-27T00:00:00.000,,,230,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,53.22,,I81,,,8.10,8.10,49.23,3.99,2200,Umsatzsteuer (UST),,,3.99,,,,,,,,,,,,,,,
,232,0,0,0,,,2024-04-29T00:00:00.000,,,231,,,,,,,,Landi,,6210,Betriebsstoffe,1020,Bankguthaben,25.00,,I81,,,8.10,8.08,23.13,1.87,2200,Umsatzsteuer (UST),,,1.87,,,,,,,,,,,,,,,
,233,0,0,0,,,2024-04-29T00:00:00.000,,,232,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,44.40,,M81,,,8.10,8.11,41.07,3.33,2200,Umsatzsteuer (UST),,,3.33,,,,,,,,,,,,,,,
,234,0,0,0,,,2024-04-29T00:00:00.000,,,233,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,75.75,,M81,,,8.10,8.11,70.07,5.68,2200,Umsatzsteuer (UST),,,5.68,,,,,,,,,,,,,,,
,235,0,0,0,,,2024-04-29T00:00:00.000,,,234,,,,,,,,Die Post,,6513,Porti,1020,Bankguthaben,120.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,0,0,0,,,2024-04-29T00:00:00.000,,,235,,,,,,,,"Socar, Ts",,6210,Betriebsstoffe,1020,Bankguthaben,138.61,,I81,,,8.10,8.10,128.22,10.39,2200,Umsatzsteuer (UST),,,10.39,,,,,,,,,,,,,,,
,237,0,0,0,,,2024-04-29T00:00:00.000,,,236,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,238,0,0,0,,,2024-04-30T00:00:00.000,,,237,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,63.38,,I81,,,8.10,8.10,58.63,4.75,2200,Umsatzsteuer (UST),,,4.75,,,,,,,,,,,,,,,
,239,0,0,0,,,2024-04-30T00:00:00.000,,,631,,,,,,,,Mietanteil (Apr),,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,665.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,240,0,0,0,,,2024-05-02T00:00:00.000,,,238,,,,,,,,Parkhaus,,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,8.00,,I81,,,8.10,8.11,7.40,0.60,2200,Umsatzsteuer (UST),,,0.60,,,,,,,,,,,,,,,
,241,0,0,0,,,2024-05-02T00:00:00.000,,,239,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,248.70,,M81,,,8.10,8.10,230.06,18.64,2200,Umsatzsteuer (UST),,,18.64,,,,,,,,,,,,,,,
,242,0,0,0,,,2024-05-02T00:00:00.000,,,240,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,356.75,,M81,,,8.10,8.10,330.02,26.73,2200,Umsatzsteuer (UST),,,26.73,,,,,,,,,,,,,,,
,243,0,0,0,,,2024-05-02T00:00:00.000,,,241,,,,,,,,SVA,,5700,"AHV, IV, EO Inhaber",1020,Bankguthaben,3000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,0,0,0,,,2024-05-02T00:00:00.000,,,242,,,,,,,,Isa Aksoy Mai,,5000,Lohnaufwand,1020,Bankguthaben,5200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,245,0,0,0,,,2024-05-02T00:00:00.000,,,243,,,,,,,,Tobler Sanitar AG,,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1311.25,,V81,,,-8.10,-8.10,1213.00,-98.25,2200,Umsatzsteuer (UST),,,-98.25,,,,,,,,,,,,,,,
,246,0,0,0,,,2024-05-03T00:00:00.000,,,244,,,,,,,,"Chez Fritz, Restaurant",,5820,Spesen,1020,Bankguthaben,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,247,0,0,0,,,2024-05-03T00:00:00.000,,,245,,,,,,,,Art of Cake,,5820,Spesen,1020,Bankguthaben,35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,248,0,0,0,,,2024-05-04T00:00:00.000,,,246,,,,,,,,"Socar, Ts",,6210,Betriebsstoffe,1020,Bankguthaben,107.50,,I81,,,8.10,8.11,99.44,8.06,2200,Umsatzsteuer (UST),,,8.06,,,,,,,,,,,,,,,
,249,0,0,0,,,2024-05-06T00:00:00.000,,,247,,,,,,,,Sunrise,,6510,"Telefon, Fax, Internet",1020,Bankguthaben,85.50,,I81,,,8.10,8.10,79.09,6.41,2200,Umsatzsteuer (UST),,,6.41,,,,,,,,,,,,,,,
,250,0,0,0,,,2024-05-06T00:00:00.000,,,248,,,,,,,,Sunrise,,6510,"Telefon, Fax, Internet",1020,Bankguthaben,110.25,,I81,,,8.10,8.10,101.99,8.26,2200,Umsatzsteuer (UST),,,8.26,,,,,,,,,,,,,,,
,251,0,0,0,,,2024-05-06T00:00:00.000,,,249,,,,,,,,Cornercard,,1120,KK Selda Aksoy,1020,Bankguthaben,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,252,0,0,0,,,2024-05-06T00:00:00.000,,,250,,,,,,,,Isowelt Mat.,,4000,Materialaufwand Produktion,1020,Bankguthaben,900.50,,M81,,,8.10,8.10,833.02,67.48,2200,Umsatzsteuer (UST),,,67.48,,,,,,,,,,,,,,,
,253,0,0,0,,,2024-05-06T00:00:00.000,,,251,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,702.65,,V81,,,-8.10,-8.10,650.00,-52.65,2200,Umsatzsteuer (UST),,,-52.65,,,,,,,,,,,,,,,
,254,0,0,0,,,2024-05-06T00:00:00.000,,,252,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,735.10,,V81,,,-8.10,-8.10,680.02,-55.08,2200,Umsatzsteuer (UST),,,-55.08,,,,,,,,,,,,,,,
,255,0,0,0,,,2024-05-06T00:00:00.000,,,253,,,,,,,,"Huber + Bühler, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1405.30,,V81,,,-8.10,-8.10,1300.00,-105.30,2200,Umsatzsteuer (UST),,,-105.30,,,,,,,,,,,,,,,
,256,0,0,0,,,2024-05-06T00:00:00.000,,,254,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,2513.10,,V81,,,-8.10,-8.10,2324.79,-188.31,2200,Umsatzsteuer (UST),,,-188.31,,,,,,,,,,,,,,,
,257,0,0,0,,,2024-05-07T00:00:00.000,,,255,,,,,,,,"Socar, Ts",,6210,Betriebsstoffe,1020,Bankguthaben,181.71,,I81,,,8.10,8.10,168.09,13.62,2200,Umsatzsteuer (UST),,,13.62,,,,,,,,,,,,,,,
,258,0,0,0,,,2024-05-07T00:00:00.000,,,256,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,399.05,,M81,,,8.10,8.10,369.15,29.90,2200,Umsatzsteuer (UST),,,29.90,,,,,,,,,,,,,,,
,259,0,0,0,,,2024-05-08T00:00:00.000,,,257,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,269.30,,M81,,,8.10,8.10,249.12,20.18,2200,Umsatzsteuer (UST),,,20.18,,,,,,,,,,,,,,,
,260,0,0,0,,,2024-05-10T00:00:00.000,,,258,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,62.57,,I81,,,8.10,8.10,57.88,4.69,2200,Umsatzsteuer (UST),,,4.69,,,,,,,,,,,,,,,
,261,0,0,0,,,2024-05-10T00:00:00.000,,,259,,,,,,,,Denner,,5820,Spesen,1020,Bankguthaben,177.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,262,0,0,0,,,2024-05-10T00:00:00.000,,,260,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,504.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,263,0,0,0,,,2024-05-10T00:00:00.000,,,261,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,540.50,,V81,,,-8.10,-8.10,500.00,-40.50,2200,Umsatzsteuer (UST),,,-40.50,,,,,,,,,,,,,,,
,264,0,0,0,,,2024-05-10T00:00:00.000,,,262,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1999.85,,V81,,,-8.10,-8.10,1850.00,-149.85,2200,Umsatzsteuer (UST),,,-149.85,,,,,,,,,,,,,,,
,265,0,0,0,,,2024-05-10T00:00:00.000,,,263,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,2918.70,,V81,,,-8.10,-8.10,2700.00,-218.70,2200,Umsatzsteuer (UST),,,-218.70,,,,,,,,,,,,,,,
,266,0,0,0,,,2024-05-13T00:00:00.000,,,264,,,,,,,,Aspit Direz Uscita,,5820,Spesen,1020,Bankguthaben,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,267,0,0,0,,,2024-05-13T00:00:00.000,,,265,,,,,,,,Aspit Direz Entrata,,5820,Spesen,1020,Bankguthaben,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,268,0,0,0,,,2024-05-13T00:00:00.000,,,266,,,,,,,,Nicefoods,,5820,Spesen,1020,Bankguthaben,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,269,0,0,0,,,2024-05-13T00:00:00.000,,,267,,,,,,,,Autocesta,,5820,Spesen,1020,Bankguthaben,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,270,0,0,0,,,2024-05-13T00:00:00.000,,,268,,,,,,,,Tem 76,,1120,KK Selda Aksoy,1020,Bankguthaben,71.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,271,0,0,0,,,2024-05-13T00:00:00.000,,,269,,,,,,,,509 Zmaj,,1120,KK Selda Aksoy,1020,Bankguthaben,96.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,272,0,0,0,,,2024-05-13T00:00:00.000,,,270,,,,,,,,Pri Goric,,1120,KK Selda Aksoy,1020,Bankguthaben,113.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,273,0,0,0,,,2024-05-13T00:00:00.000,,,271,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,191.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,0,0,0,,,2024-05-14T00:00:00.000,,,272,,,,,,,,JP Putevi,,1120,KK Selda Aksoy,1020,Bankguthaben,12.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,0,0,0,,,2024-05-14T00:00:00.000,,,273,,,,,,,,Adrian Meier,,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1729.60,,V81,,,-8.10,-8.10,1600.00,-129.60,2200,Umsatzsteuer (UST),,,-129.60,,,,,,,,,,,,,,,
,276,0,0,0,,,2024-05-15T00:00:00.000,,,274,,,,,,,,Duty Free,,5820,Spesen,1020,Bankguthaben,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,0,0,0,,,2024-05-15T00:00:00.000,,,275,,,,,,,,"Gasser Haustechnik, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,2356.60,,V81,,,-8.10,-8.10,2180.02,-176.58,2200,Umsatzsteuer (UST),,,-176.58,,,,,,,,,,,,,,,
,278,0,0,0,,,2024-05-16T00:00:00.000,,,276,,,,,,,,Sabiha Gok,,1120,KK Selda Aksoy,1020,Bankguthaben,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,279,0,0,0,,,2024-05-16T00:00:00.000,,,277,,,,,,,,Pegasus,,1120,KK Selda Aksoy,1020,Bankguthaben,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,280,0,0,0,,,2024-05-16T00:00:00.000,,,278,,,,,,,,"Schneider Unweltservice, Entsorgung",,6460,Entsorgungsaufwand,1020,Bankguthaben,42.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,0,0,0,,,2024-05-16T00:00:00.000,,,279,,,,,,,,"Shell, TS",,6210,Betriebsstoffe,1020,Bankguthaben,68.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,282,0,0,0,,,2024-05-16T00:00:00.000,,,280,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,108.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,283,0,0,0,,,2024-05-16T00:00:00.000,,,281,,,,,,,,"ChaDev, Chad Saglam",,6570,"EDV Updates, Lizenzen, Wartung",1020,Bankguthaben,750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,0,0,0,,,2024-05-17T00:00:00.000,,,282,,,,,,,,Obi,,4000,Materialaufwand Produktion,1020,Bankguthaben,5.50,,M81,,,8.10,8.06,5.09,0.41,2200,Umsatzsteuer (UST),,,0.41,,,,,,,,,,,,,,,
,285,0,0,0,,,2024-05-17T00:00:00.000,,,283,,,,,,,,Jumbo,,4000,Materialaufwand Produktion,1020,Bankguthaben,43.60,,M81,,,8.10,8.11,40.33,3.27,2200,Umsatzsteuer (UST),,,3.27,,,,,,,,,,,,,,,
,286,0,0,0,,,2024-05-17T00:00:00.000,,,284,,,,,,,,Tchibo,,5820,Spesen,1020,Bankguthaben,67.00,,I26,,,2.60,2.60,65.30,1.70,2200,Umsatzsteuer (UST),,,1.70,,,,,,,,,,,,,,,
,287,0,0,0,,,2024-05-17T00:00:00.000,,,285,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,58.21,,I81,,,8.10,8.10,53.85,4.36,2200,Umsatzsteuer (UST),,,4.36,,,,,,,,,,,,,,,
,288,0,0,0,,,2024-05-20T00:00:00.000,,,286,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,47.02,,I81,,,8.10,8.09,43.50,3.52,2200,Umsatzsteuer (UST),,,3.52,,,,,,,,,,,,,,,
,289,0,0,0,,,2024-05-21T00:00:00.000,,,287,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,11.40,,I81,,,8.10,8.06,10.55,0.85,2200,Umsatzsteuer (UST),,,0.85,,,,,,,,,,,,,,,
,290,0,0,0,,,2024-05-21T00:00:00.000,,,288,,,,,,,,Dieci Pizza,,5820,Spesen,1020,Bankguthaben,98.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,291,0,0,0,,,2024-05-21T00:00:00.000,,,289,,,,,,,,Bezug,,5820,Spesen,1020,Bankguthaben,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,292,0,0,0,,,2024-05-21T00:00:00.000,,,290,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,216.20,,V81,,,-8.10,-8.10,200.00,-16.20,2200,Umsatzsteuer (UST),,,-16.20,,,,,,,,,,,,,,,
,293,0,0,0,,,2024-05-22T00:00:00.000,,,291,,,,,,,,Cornercard,,1120,KK Selda Aksoy,1020,Bankguthaben,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,294,0,0,0,,,2024-05-22T00:00:00.000,,,292,,,,,,,,Verein Deignbees,,6570,"EDV Updates, Lizenzen, Wartung",1020,Bankguthaben,1434.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,295,0,0,0,,,2024-05-23T00:00:00.000,,,293,,,,,,,,"Agrola, TS",,6210,Betriebsstoffe,1020,Bankguthaben,179.36,,I81,,,8.10,8.10,165.92,13.44,2200,Umsatzsteuer (UST),,,13.44,,,,,,,,,,,,,,,
,296,0,0,0,,,2024-05-24T00:00:00.000,,,294,,,,,,,,Jumbo,,4000,Materialaufwand Produktion,1020,Bankguthaben,21.00,,M81,,,8.10,8.08,19.43,1.57,2200,Umsatzsteuer (UST),,,1.57,,,,,,,,,,,,,,,
,297,0,0,0,,,2024-05-24T00:00:00.000,,,295,,,,,,,,Mi Store,,1510,Mobiliar und Sachanlagen,1020,Bankguthaben,158.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,298,0,0,0,,,2024-05-27T00:00:00.000,,,296,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,139.65,,M81,,,8.10,8.10,129.19,10.46,2200,Umsatzsteuer (UST),,,10.46,,,,,,,,,,,,,,,
,299,0,0,0,,,2024-05-27T00:00:00.000,,,297,,,,,,,,"Wincasa, Miete Lager",,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,270.30,,I81,,,8.10,8.10,250.05,20.25,2200,Umsatzsteuer (UST),,,20.25,,,,,,,,,,,,,,,
,300,0,0,0,,,2024-05-27T00:00:00.000,,,298,,,,,,,,Swiss Life,,5720,Berufliche Vorsorge,1020,Bankguthaben,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,301,0,0,0,,,2024-05-27T00:00:00.000,,,299,,,,,,,,"Sarah Mäder, Miete Lager",,6000,Raumaufwand,1020,Bankguthaben,350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,302,0,0,0,,,2024-05-27T00:00:00.000,,,300,,,,,,,,Santander Consumer Finance,,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,670.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,303,0,0,0,,,2024-05-27T00:00:00.000,,,301,,,,,,,,"Cembra Money, Leasing",,6260,"Fahrzeugleasing, Fahrzeugmiete",1020,Bankguthaben,770.60,,I81,,,8.10,8.10,712.86,57.74,2200,Umsatzsteuer (UST),,,57.74,,,,,,,,,,,,,,,
,304,0,0,0,,,2024-05-27T00:00:00.000,,,302,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,6107.65,,V81,,,-8.10,-8.10,5650.00,-457.65,2200,Umsatzsteuer (UST),,,-457.65,,,,,,,,,,,,,,,
,305,0,0,0,,,2024-05-28T00:00:00.000,,,303,,,,,,,,"Gasser Haustechnik, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,1000.00,,V81,,,-8.10,-8.10,925.07,-74.93,2200,Umsatzsteuer (UST),,,-74.93,,,,,,,,,,,,,,,
,306,0,0,0,,,2024-05-29T00:00:00.000,,,304,,,,,,,,Bungener Heinz und Doris,,1020,Bankguthaben,3000,Bruttoertrag Arbeit,168.00,,V81,,,-8.10,-8.10,155.41,-12.59,2200,Umsatzsteuer (UST),,,-12.59,,,,,,,,,,,,,,,
,307,0,0,0,,,2024-05-30T00:00:00.000,,,305,,,,,,,,"Iso Center, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,392.55,,M81,,,8.10,8.10,363.14,29.41,2200,Umsatzsteuer (UST),,,29.41,,,,,,,,,,,,,,,
,308,0,0,0,,,2024-05-30T00:00:00.000,,,306,,,,,,,,"BP, TS",,6210,Betriebsstoffe,1020,Bankguthaben,30.10,,I81,,,8.10,8.12,27.84,2.26,2200,Umsatzsteuer (UST),,,2.26,,,,,,,,,,,,,,,
,309,0,0,0,,,2024-05-31T00:00:00.000,,,307,,,,,,,,"Shell, TS",,6210,Betriebsstoffe,1020,Bankguthaben,14.50,,I81,,,8.10,8.13,13.41,1.09,2200,Umsatzsteuer (UST),,,1.09,,,,,,,,,,,,,,,
,310,0,0,0,,,2024-05-31T00:00:00.000,,,308,,,,,,,,Einwohnerkontrolle,,6700,"Sonstiger betrieblicher Aufwand (Wirtschaftsauskünfte, Betreibungen)",1020,Bankguthaben,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,311,0,0,0,,,2024-05-31T00:00:00.000,,,309,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,178.35,,M81,,,8.10,8.10,164.99,13.36,2200,Umsatzsteuer (UST),,,13.36,,,,,,,,,,,,,,,
,312,0,0,0,,,2024-05-31T00:00:00.000,,,310,,,,,,,,"Iso Trade, Mat.",,4000,Materialaufwand Produktion,1020,Bankguthaben,240.30,,M81,,,8.10,8.10,222.29,18.01,2200,Umsatzsteuer (UST),,,18.01,,,,,,,,,,,,,,,
,313,0,0,0,,,2024-05-31T00:00:00.000,,,311,,,,,,,,Cornercard,,1120,KK Selda Aksoy,1020,Bankguthaben,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,314,0,0,0,,,2024-05-31T00:00:00.000,,,632,,,,,,,,Mietanteil (Mai),,6006,"Mietzins, Garage, Parkplätze",1020,Bankguthaben,665.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,315,0,0,0,,,2024-05-31T00:00:00.000,,,312,,,,,,,,Isa Aksoy Juni,,5000,Lohnaufwand,1020,Bankguthaben,5200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316,0,0,0,,,2024-06-03T00:00:00.000,,,313,,,,,,,,Ak Katilim Gida,,1120,KK Selda Aksoy,1020,Bankguthaben,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,317,0,0,0,,,2024-06-03T00:00:00.000,,,314,,,,,,,,HMSHost,,1120,KK Selda Aksoy,1020,Bankguthaben,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,318,0,0,0,,,2024-06-03T00:00:00.000,,,315,,,,,,,,Kofteci Yusuf,,5820,Spesen,1020,Bankguthaben,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,319,0,0,0,,,2024-06-03T00:00:00.000,,,316,,,,,,,,GateB Shop,,5820,Spesen,1020,Bankguthaben,123.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,320,0,0,0,,,2024-06-03T00:00:00.000,,,317,,,,,,,,"Ammann+Schmit Ag, Ertrag",,1020,Bankguthaben,3000,Bruttoertrag Arbeit,2162.00,,V81,,,-8.10,-8.10,2000.00,-162.00,2200,Umsatzsteuer (UST),,,-162.00,,,,,,,,,,,,,,,
,321,0,0,0,,,2024-06-04T00:00:00.000,,,318,,,,,,,,GGG Petrol,,6210,Betriebsstoffe,1020,Bankguthaben,58.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
